,date,Unnamed: 0,Date (aggregated based on UTC),Raw_Moderated_cph,Raw_Mod_Coeff_of_Var,Raw_Mod_sqrt,Corrected_Mod_cph_for_Des,SWC_Des_cm3_cm3,Corrected_Mod_cph_for_UTS,SWC_UTS_cm3_cm3,Rhov_g_cm3,BaroPress_mb,SWC_5,WeightedTDR_SWC,WeightedTDR_SD,WeightedTDR_SE,sT_5,PRISM_ppt_mm,BaroPress,airRH,airT,date.1,CRNS,Bare,scaled_stationary_N_Des,scaled_stationary_N_UTS,N0,TDR_pore_swc_g,TDR_tot_swc_g,NewName,ND,doy_x,doy_y,min_temp_x,mean_temp,mean_P_mb,mean_RH,cumulative_GSI,GSI,VPD,year,min_temp_y,max_temp,GDD,cumulative_GDD,Bare_norm,Bare_norm7,VPD_kPa,N0_7,ND_7,VPD_7
376,2024-07-07,234.0,2024-07-07,5704.104166666667,0.0093632670091428,106.80624868055598,2436.040656514258,0.0856250165118849,2368.0644753560377,0.0844980875651041,5.318505355528913e-06,793.2979166666668,0.0901041666666666,0.0901041666666666,0.0717495614511588,0.0507346014492753,20.7625,0.0,793.2979166666668,43.99583333333334,16.285416666666666,2024-07-07,0.0844980875651041,961.1885307969442,3238.5389112555667,3148.1695214300053,4719.048235169404,0.088913002614551,0.1409130026145509,R4,7064.974226273575,189.0,189.0,4.2,16.116666666666667,792.2937499999999,43.8,57.26677198633942,0.8498658462428957,1029.5169426063126,2024.0,4.2,25.8,10.4,766.1999999999998,0.99566426389737,1.0069629321724531,1.0295169426063127,4611.214658692125,6827.433683680238,0.8024005602756974
377,2024-07-08,235.0,2024-07-08,5691.229166666667,0.0093745090041368,106.68315755153716,2460.799176502764,0.0803444274251585,2388.2073786694887,0.0809262593587239,5.632064748941505e-06,794.9625,0.079875,0.079875,0.0572833352193841,0.0405054347826086,21.14583333333333,0.0,794.9625,47.77916666666667,15.772916666666667,2024-07-08,0.0809262593587239,951.897366338078,3271.4535632148686,3174.948046653641,4678.242551118214,0.0788190640518355,0.1308190640518355,R4,6964.7680600902,190.0,190.0,5.0,15.583333333333334,793.9645833333334,47.61666666666667,58.25820208956871,0.9914301032292916,927.4236696662664,2024.0,5.0,26.2,10.6,776.7999999999998,0.9879520471478379,1.0041411872050559,0.9274236696662664,4618.768800472631,6841.546884976759,0.8112789030749877
378,2024-07-09,236.0,2024-07-09,5778.520833333333,0.0093031062996236,107.4994405718424,2513.8680353322043,0.0693413257249807,2434.5515805706664,0.0727640787760416,6.032196623032065e-06,795.74375,0.073125,0.073125,0.0477373936733657,0.0337554347826086,21.479166666666668,0.0,795.74375,48.85833333333333,16.570833333333333,2024-07-09,0.0727640787760416,954.5267607215968,3342.0047520201465,3236.5592930697044,4717.071655966811,0.0721582980756241,0.1241582980756241,R4,6987.101074980711,191.0,191.0,5.0,16.383333333333333,794.8083333333334,48.65,59.24045265600282,0.9822505664341128,956.7981874108392,2024.0,5.0,28.2,11.6,788.3999999999999,0.9835116180852015,1.0023887712173656,0.9567981874108392,4632.503037819605,6863.4865337587025,0.8113701220319055
379,2024-07-10,237.0,2024-07-10,5735.416666666667,0.0093378498496252,107.09833246011964,2535.148026353338,0.0650765961863873,2449.0300275186096,0.0702908833821614,6.5140463555746216e-06,797.5041666666666,0.0683541666666666,0.0683541666666666,0.040990416469544,0.0289846014492753,21.510416666666668,0.0,797.5041666666666,50.625,16.820833333333333,2024-07-10,0.0702908833821614,955.6017786516323,3370.2949526655348,3255.807335457698,4711.6407165679575,0.0674505344689807,0.1194505344689807,R4,6944.342267688451,192.0,192.0,5.8,16.641666666666666,796.5208333333334,50.43333333333334,60.22830485873267,0.9878522027298504,938.872951264479,2024.0,5.8,27.8,11.8,800.1999999999998,0.9815955170290764,1.0002553071851368,0.938872951264479,4645.109569420893,6885.608506465163,0.8230492894344545
380,2024-07-11,238.0,2024-07-11,5783.875,0.0092986936115082,107.5496540257103,2584.9830546395333,0.0560444030324681,2493.904037407545,0.0633621215820312,6.765000294922271e-06,797.38125,0.0654166666666666,0.0654166666666666,0.0368361641300731,0.0260471014492753,21.414583333333336,0.0056,797.38125,50.82083333333333,17.939583333333335,2024-07-11,0.0633621215820312,960.9142382329356,3436.54699891804,3315.464068501445,4775.293397257354,0.0645518677941479,0.1165518677941479,R4,7018.497163595017,193.0,193.0,6.2,17.724999999999998,796.4083333333333,50.61666666666667,61.196500076439534,0.9681952177068603,1001.7753033380468,2024.0,6.2,29.8,13.0,813.1999999999998,0.9846880540365002,0.9991588847193973,1.0017753033380468,4667.190542847326,6923.806090234714,0.8586338876642906
381,2024-07-12,239.0,2024-07-12,5913.5625,0.0091960841904243,108.74903729346704,2608.1936284991,0.0519642147592828,2515.069076110045,0.0602099100748697,6.862933416675726e-06,796.7541666666666,0.0627916666666666,0.0627916666666666,0.0331238535288437,0.0234221014492753,22.445833333333336,0.0,796.7541666666666,46.58125,20.04791666666667,2024-07-12,0.0602099100748697,949.69183955786,3467.4037690609225,3343.6014483981976,4791.727879354658,0.0619615699145102,0.1139615699145102,R4,7028.787472159052,194.0,194.0,7.8,19.875,795.8937500000001,46.39166666666667,62.089047931150326,0.8925478547107891,1243.8468649254748,2024.0,7.8,32.6,15.2,828.3999999999999,0.9830298101575603,0.9970445629154516,1.2438468649254748,4696.318397622103,6969.935645630416,0.9031354795528277
382,2024-07-13,240.0,2024-07-13,5915.382978723404,0.0092014657798205,108.74149476377126,2623.5712408413947,0.0518999254264392,2544.3795763981966,0.0583164945561835,5.771955536524388e-06,797.9270833333334,0.0596666666666666,0.0596666666666666,0.0287044361464278,0.0202971014492753,23.4375,0.0,797.9270833333334,37.88333333333333,20.675,2024-07-13,0.0583164945561835,949.8621076894742,3487.8471864560925,3382.567627159505,4787.903921976224,0.0588778819625604,0.1108778819625604,R4,7050.765093679752,195.0,195.0,7.4,20.675,797.15625,37.88333333333333,62.89708764928084,0.8080397181305184,1514.272901982341,2024.0,7.4,33.0,15.2,843.5999999999999,0.9810612621879443,0.9946124198996322,1.5142729019823409,4717.004633585618,7004.81319640977,0.9305251414003199
383,2024-07-14,241.0,2024-07-14,5911.708333333333,0.0091976102872584,108.73166171410674,2638.5282103133445,0.0469688145588479,2544.32254162714,0.0560442606608072,6.8532101456222505e-06,798.5854166666667,0.0565416666666666,0.0565416666666666,0.0242850187640118,0.0171721014492753,23.808333333333334,0.0,798.5854166666667,41.85,20.78333333333333,2024-07-14,0.0560442606608072,946.0748779828136,3507.731389743029,3382.4918035787828,4782.484003977491,0.0557941940106107,0.1077941940106107,R4,6988.243739143803,196.0,196.0,9.0,20.78333333333333,797.7104166666667,41.85,63.732381916231375,0.8352942669505306,1427.058345758302,2024.0,9.0,30.2,14.6,858.1999999999999,0.97597177314173,0.9927434489332341,1.4270583457583021,4736.23168516774,7035.623812499302,0.9573063850802354
384,2024-07-15,242.0,2024-07-15,5914.0625,0.0091957841387515,108.75327225827236,2631.528079991012,0.0480689297842944,2517.822570938369,0.059783935546875,8.364171859576009e-06,797.6416666666668,0.053625,0.0536249999999999,0.0201602292070903,0.0142554347826086,22.83333333333333,1.5616,797.6416666666668,53.96666666666667,19.40833333333333,2024-07-15,0.059783935546875,949.6774869358296,3498.4252255079978,3347.262019546558,4738.92195046863,0.0529160852554575,0.1049160852554575,R4,6858.9207613907165,197.0,197.0,9.8,19.40833333333333,796.6583333333333,53.96666666666667,64.6893847908225,0.9570028745911322,1037.590801308377,2024.0,9.8,28.6,14.200000000000005,872.4,0.9759668505903952,0.9897142279675782,1.037590801308377,4767.059104376139,7083.82339440851,1.0095107531919731
385,2024-07-16,243.0,2024-07-16,5767.125,0.0093136110183437,107.3883167168828,2557.4550274177627,0.0611352705073557,2435.51418535062,0.0727984110514323,9.281026392189896e-06,796.7083333333334,0.051625,0.051625,0.0173318020823441,0.0122554347826086,22.266666666666666,4.2348,796.7083333333334,66.25,17.625,2024-07-16,0.0727984110514323,1021.3333902555556,3399.950488482383,3237.8390061269165,4584.722461161739,0.0509425249662098,0.1029425249662098,R4,6595.546633649892,198.0,198.0,9.4,17.77446808510638,795.6553191489362,65.53191489361703,65.6893847908225,1.0,701.3915829535408,2024.0,9.4,27.4,13.4,885.8,1.0004795184957362,0.9934808948041407,0.7013915829535409,4755.330499534325,7047.865111294433,1.0216689577457136
386,2024-07-17,244.0,2024-07-17,5521.416666666667,0.0095178645746566,105.07843313333792,2456.89371420626,0.0811920518046073,2354.881224402092,0.0871823628743489,8.024695951454508e-06,798.3041666666667,0.0505833333333333,0.0505833333333333,0.0158586629548722,0.011213768115942,20.775,4.5624,798.3041666666667,65.5,15.991666666666667,2024-07-17,0.0871823628743489,1026.3842202767717,3266.261535085187,3130.643347933257,4393.963635332323,0.0499146289822265,0.1019146289822265,R4,6357.578244216771,199.0,199.0,6.2,15.991666666666667,797.2125,65.5,66.6893847908225,1.0,626.9750799583616,2024.0,6.2,29.0,12.6,898.4,1.0280233957939784,0.9960334252569114,0.6269750799583615,4719.2954508755165,6972.537356071935,1.014318577986391
387,2024-07-18,245.0,2024-07-18,5656.208333333333,0.0094029228752692,106.35652781432094,2484.9883414462806,0.0751208252111509,2386.6185765690493,0.0811004638671875,7.632981347732157e-06,797.8291666666668,0.051625,0.051625,0.0173318020823441,0.0122554347826086,22.15833333333333,0.0,797.8291666666668,53.51666666666667,18.566666666666663,2024-07-18,0.0811004638671875,1017.1686422868008,3303.6112990436504,3172.835849794037,4454.812202995884,0.0509425249662098,0.1029425249662098,R4,6462.807364896433,200.0,200.0,7.8,18.566666666666663,796.8375,53.51666666666667,67.65996833755167,0.970583546729174,994.132650466643,2024.0,7.8,29.0,13.4,911.8,1.051170990439933,0.9985033976629818,0.994132650466643,4691.368318583889,6908.770762000283,1.0137717205765433
388,2024-07-19,246.0,2024-07-19,5606.791666666667,0.0094445187430011,105.88996550026744,2491.033073236834,0.0738901709971493,2374.1735359038003,0.0834337870279948,9.117712035056592e-06,798.4729166666666,0.0509583333333333,0.0509583333333333,0.0163889930407621,0.011588768115942,22.010416666666668,0.5136,798.4729166666666,64.34166666666667,17.966666666666665,2024-07-19,0.0834337870279948,1025.1719674953918,3311.6473304044,3156.2910731956704,4458.851638849186,0.0502846715364605,0.1022846715364605,R4,6416.479465360779,201.0,201.0,11.4,17.966666666666665,797.38125,64.34166666666667,68.65996833755167,1.0,734.4430269793927,2024.0,11.4,27.0,14.2,926.0,1.0524875159832112,1.0022360275394775,0.7344430269793927,4667.853270200474,6849.6273654966035,1.0039994315016605
389,2024-07-20,247.0,2024-07-20,5585.708333333333,0.0094620133310584,105.69186569129504,2478.7879886406126,0.0763985509962307,2372.8398789924845,0.0836270650227864,8.268071643458914e-06,798.2895833333333,0.0499583333333333,0.0499583333333333,0.014974779478389,0.010588768115942,21.964583333333334,0.3795,798.2895833333333,59.49166666666667,17.541666666666668,2024-07-20,0.0836270650227864,1028.24570645878,3295.3683808596,3154.518073311612,4426.7492523964,0.0492978913918366,0.1012978913918366,R4,6393.708349719146,202.0,202.0,8.2,17.541666666666668,797.2020833333332,59.49166666666667,69.65996833755167,1.0,812.2946891559386,2024.0,8.2,27.4,12.799999999999995,938.8,1.0531259541216027,1.0067024114635574,0.8122946891559386,4644.38810732802,6795.179994060308,0.9961709284124511
390,2024-07-21,248.0,2024-07-21,5560.3125,0.0094836432110471,105.45115020501804,2437.44545878838,0.0854212448995455,2341.917177862564,0.0896352132161458,7.553379563307269e-06,797.18125,0.049375,0.049375,0.0141498215670047,0.0100054347826086,21.916666666666668,0.0,797.18125,54.50833333333333,17.366666666666667,2024-07-21,0.0896352132161458,1030.7147073870326,3240.406493725998,3113.40859076559,4347.054587997278,0.048722269640806,0.100722269640806,R4,6298.863159270873,203.0,203.0,9.8,17.366666666666667,796.0979166666666,54.50833333333333,70.65928145252323,0.9993131149715538,902.1980320910276,2024.0,9.8,27.0,13.4,952.2,1.0577718787965813,1.0118121722842415,0.9021980320910276,4617.817132530011,6740.457774988686,0.9870767205185021
391,2024-07-22,249.0,2024-07-22,5679.875,0.0093837650664879,106.57709071097293,2469.761816929185,0.0783882867798283,2381.3580580051826,0.082166035970052,6.879083515447392e-06,796.9458333333333,0.0480416666666666,0.0480416666666666,0.0122642034838405,0.0086721014492753,22.35625,0.0,796.9458333333333,55.90833333333333,16.025000000000002,2024-07-22,0.082166035970052,1011.2097359374636,3283.3687419254284,3165.84237289253,4391.050038992886,0.0474065627813073,0.0994065627813074,R4,6380.237178978351,204.0,204.0,5.8,16.025000000000002,795.8833333333333,55.90833333333333,71.65928145252323,1.0,802.9940005669048,2024.0,5.8,26.6,11.2,963.4,1.0529832205675853,1.0161712789865662,0.8029940005669048,4597.303381663916,6698.705569194982,0.9781888870114049
392,2024-07-23,250.0,2024-07-23,5705.0,0.0093629872739243,106.81290722254433,2497.21611668783,0.072703759470494,2411.205900416987,0.0768051147460937,6.607809674211727e-06,797.0979166666666,0.046625,0.046625,0.0102607342704786,0.0072554347826086,22.74375,0.0,797.0979166666666,51.225,17.183333333333334,2024-07-23,0.0768051147460937,1016.984931434099,3319.8672370601,3205.5229089333234,4425.115593625471,0.0460086242430902,0.0980086242430902,R4,6430.932338839388,205.0,205.0,5.8,17.183333333333334,796.0812500000001,51.225,72.64173013918341,0.9824486866601808,956.1642026874216,2024.0,5.8,28.2,12.0,975.4,1.0491210870137126,1.0207615833768098,0.9561642026874216,4576.449377210963,6658.979230899174,0.9781436023883037
393,2024-07-24,251.0,2024-07-24,5616.833333333333,0.0094361284471076,105.98454368297584,2534.8150756595146,0.0651885719529273,2448.1794364102866,0.0704701741536458,6.5544293567822905e-06,798.9895833333334,0.0449583333333333,0.0449583333333333,0.0079037116665235,0.005588768115942,23.0625,0.0,798.9895833333334,47.50833333333333,17.983333333333334,2024-07-24,0.0704701741536458,1014.5023166175756,3369.852318929273,3254.6765364316207,4474.005587899148,0.044363990668717,0.096363990668717,R4,6494.712501927347,206.0,206.0,7.8,17.98333333333333,797.9833333333332,47.50833333333333,73.58476529877508,0.9430351595916776,1082.287489306632,2024.0,7.8,29.8,13.8,989.2,1.0435606865757343,1.0250904229013824,1.082287489306632,4559.4754394489055,6626.862819059094,0.9883874979627433
394,2024-07-25,252.0,2024-07-25,5631.416666666667,0.0094240374879329,106.12152553223132,2532.480781880615,0.0656848545908217,2434.6095471165336,0.0727513631184895,7.444800209769376e-06,799.2645833333332,0.0437083333333333,0.0437083333333333,0.0061359447135571,0.004338768115942,23.41875,0.0,799.2645833333332,50.19166666666666,19.15833333333333,2024-07-25,0.0727513631184895,995.1192762364976,3366.749045093078,3236.636355377281,4456.50510287281,0.0431305154879371,0.0951305154879371,R4,6431.422548958457,207.0,207.0,7.8,19.15833333333333,798.2458333333334,50.19166666666666,74.5205955953427,0.935830296567619,1105.3430509836194,2024.0,7.8,30.6,14.2,1003.4,1.0380421051129016,1.0276042899315092,1.1053430509836193,4536.704846992867,6584.928918013626,0.9957851942231413
395,2024-07-26,253.0,2024-07-26,5728.854166666667,0.0093432491583654,107.03684105716457,2534.393192439396,0.0652622787358785,2422.493398944962,0.0747578938802083,8.55710909055487e-06,796.3708333333334,0.0419583333333333,0.0419583333333333,0.0036610709794042,0.002588768115942,23.175,0.118499994,796.3708333333334,54.975,18.891666666666666,2024-07-26,0.0747578938802083,1015.4581905524042,3369.29145586621,3220.5288174331818,4440.991765928396,0.0414036502348452,0.0934036502348452,R4,6364.626740009063,208.0,208.0,12.2,18.891666666666666,795.2395833333334,54.975,75.494748936089,0.974153340746301,982.7093096118368,2024.0,12.2,27.0,14.6,1018.0,1.0375184753294864,1.0324377259136512,0.9827093096118368,4511.652267462419,6537.488865717198,0.9771325117007386
396,2024-07-27,254.0,2024-07-27,5410.479166666667,0.009617434327014,104.00835602934818,2359.9480296851493,0.1052137171584976,2239.1803179176004,0.1133270263671875,9.992318136363551e-06,793.1916666666666,0.0480833333333333,0.0480833333333333,0.0123231290489394,0.008713768115942,22.34166666666667,9.932799,793.1916666666666,70.31666666666666,17.866666666666667,2024-07-27,0.1133270263671875,1027.7318440133515,3137.3792971141784,2976.8274061854995,4196.217902720012,0.0474476786206667,0.0994476786206667,R4,5997.797256430857,209.0,209.0,11.4,17.866666666666667,792.1125000000001,70.31666666666666,76.494748936089,1.0,607.5433402798087,2024.0,11.4,27.8,14.6,1032.6,1.0420558363499413,1.0381606887932389,0.6075433402798087,4469.38898037269,6462.276877342278,0.9123661144362719
397,2024-07-28,255.0,2024-07-28,5680.625,0.0093827387907988,106.58566604937432,2406.694185422742,0.0925879994028459,2320.073504198723,0.0942370096842448,6.93152133575159e-06,791.2604166666666,0.067625,0.067625,0.0399592190803137,0.0282554347826086,22.15625,1.2419,791.2604166666666,50.1,19.0,2024-07-28,0.0942370096842448,1028.6889973819027,3199.524911926876,3084.369015036036,4466.2440465184445,0.0667310072801925,0.1187310072801925,R4,6566.393904569233,210.0,210.0,7.8,19.0,790.3125,50.1,77.43334291464559,0.9385939785566008,1096.4992686188775,2024.0,7.8,28.2,13.0,1045.6,1.0535693197598885,1.0442323356354004,1.0964992686188775,4446.800411982757,6432.144746301236,0.8887547517834558
398,2024-07-29,256.0,2024-07-29,5771.895833333333,0.0093085827083776,107.43728869120008,2487.844946825167,0.0745951805330116,2413.388817642496,0.0763804117838541,5.713906176751009e-06,794.05625,0.0681666666666666,0.0681666666666666,0.0407252514265991,0.0287971014492753,22.135416666666668,0.0,794.05625,44.39166666666667,17.591666666666665,2024-07-29,0.0763804117838541,1017.984320092091,3307.408948171093,3208.424938649436,4621.95800884766,0.0672655131918637,0.1192655131918637,R4,6840.737747918031,211.0,211.0,5.0,17.591666666666665,793.1541666666667,44.39166666666667,78.36502695720667,0.931684042561072,1118.6110638045693,2024.0,5.0,29.4,12.2,1057.8,1.0544357121383232,1.0492524819596356,1.1186110638045692,4438.445844724117,6430.845959624617,0.8945419133903268
399,2024-07-30,257.0,2024-07-30,5782.0625,0.0093001255283932,107.53291829927517,2519.1207778333574,0.0683088223142973,2450.7373036958948,0.0700950622558593,5.1677695138556e-06,794.0729166666666,0.065,0.065,0.0362469084790843,0.0256304347826086,22.379166666666663,0.0,794.0729166666666,40.708333333333336,17.7,2024-07-30,0.0700950622558593,995.705158921832,3348.987891211728,3258.077034987389,4649.590618783039,0.0641407094005547,0.1161407094005547,R4,6890.21947841639,212.0,212.0,4.6,17.7,793.1979166666666,40.708333333333336,79.21923215845952,0.8542052012528519,1200.8793169600174,2024.0,4.6,29.8,12.4,1070.2,1.0434514473039613,1.0473689592521442,1.2008793169600174,4443.07928455421,6451.894019965081,0.9302196086765037
400,2024-07-31,258.0,2024-07-31,5783.625,0.0092988498005487,107.54748992204748,2538.585294024688,0.0646013530065047,2471.657731556501,0.0668182373046875,5.014935336499336e-06,794.8249999999999,0.0617916666666666,0.0617916666666666,0.0317096399664706,0.0224221014492753,22.54375,0.0,794.8249999999999,39.96666666666667,17.55,2024-07-31,0.0668182373046875,985.8481083344332,3374.8645500867847,3285.889222557212,4653.960329144964,0.0609747897698862,0.1129747897698862,R4,6889.979339970141,213.0,213.0,5.0,17.55,793.9208333333332,39.96666666666667,80.12409041511675,0.9048582566572312,1204.4535786968606,2024.0,5.0,29.8,12.4,1082.6,1.0287582104081603,1.044389795909868,1.2044535786968606,4461.650476969398,6489.92266966175,0.9714680728721107
401,2024-08-01,259.0,2024-08-01,5546.875,0.0094963069977371,105.31928611015204,2577.8199711569746,0.0572854950064828,2509.4778514127665,0.0610249837239583,5.044735039236527e-06,798.3729166666667,0.058625,0.058625,0.0272312970189558,0.0192554347826086,22.78333333333333,0.0,798.3729166666667,38.84166666666667,17.933333333333334,2024-08-01,0.0610249837239583,986.516616808503,3427.024200305954,3336.168321740279,4693.805625447504,0.0578499859785772,0.1098499859785772,R4,6934.884847406608,214.0,214.0,5.0,17.933333333333334,797.4395833333333,38.84166666666667,81.01252172115775,0.8884313060409975,1257.019820668808,2024.0,5.0,31.4,13.2,1095.8000000000002,1.017965660832445,1.0421370541866026,1.2570198206688081,4478.721435715943,6523.642489841048,0.9902457278865511
402,2024-08-02,260.0,2024-08-02,5475.791666666667,0.0095575205095251,104.64310042973857,2593.1649382602623,0.0545608481075099,2511.666413493093,0.0607261657714843,6.018325088953273e-06,800.1229166666667,0.0562916666666666,0.0562916666666666,0.0239314653734186,0.0169221014492753,23.63125,0.0,800.1229166666667,40.65833333333333,19.675,2024-08-02,0.0607261657714843,986.2328692559724,3447.424218229728,3339.077855880394,4697.668496810147,0.0555474989744547,0.1075474989744547,R4,6893.816016326034,215.0,215.0,7.4,19.675,799.2125,40.65833333333333,81.86880184766949,0.856280126511735,1359.9035951624478,2024.0,7.4,31.8,14.6,1110.4,1.0147169281590425,1.0392752618612509,1.3599035951624479,4495.7797827131535,6557.737957767137,1.0349214827567692
403,2024-08-03,261.0,2024-08-03,5617.666666666667,0.009435194329192,105.99328134037276,2615.402351953611,0.0507232291300306,2527.289112153548,0.0584030151367187,6.459132611635225e-06,798.4270833333334,0.0539166666666666,0.0539166666666666,0.0205727081627825,0.0145471014492753,24.120833333333334,0.0,798.4270833333334,41.391666666666666,20.325,2024-08-03,0.0584030151367187,982.0978501158608,3476.9872426969164,3359.8470977136158,4712.969190881925,0.0532038961309729,0.1052038961309729,R4,6890.50917622442,216.0,216.0,8.2,20.325,797.56875,41.391666666666666,82.71310114663122,0.8442992989617257,1398.2422433224776,2024.0,8.2,31.4,14.799999999999995,1125.2,1.0134306935908275,1.035883668653273,1.3982422433224777,4516.2240640335485,6593.223731088942,1.0767748794829506
404,2024-08-04,262.0,2024-08-04,5733.75,0.0093389536086982,107.0837362185312,2594.381496588539,0.0543502402447126,2491.589644523546,0.0637079874674479,7.64906755794691e-06,796.0583333333334,0.0507499999999999,0.0507499999999999,0.0160943652152677,0.0113804347826086,24.5025,0.0,796.0583333333334,40.266666666666666,22.725,2024-08-04,0.0637079874674479,991.6261121775328,3449.041544062694,3312.3872514578875,4641.624668390891,0.0500790923396638,0.1020790923396638,R4,6730.072820491067,217.0,217.0,12.2,22.725,795.2125,40.266666666666666,83.47858261349577,0.7654814668645555,1650.4593060334223,2024.0,12.2,31.0,16.6,1141.8,1.0151831088077938,1.033010889189005,1.6504593060334223,4537.264784061664,6624.024421176099,1.1302221133359789
405,2024-08-05,263.0,2024-08-05,5088.020833333333,0.0099195380388631,100.8541966585212,2381.3966767797133,0.0999654193551354,2249.348703668471,0.111401875813802,1.0903731878545482e-05,798.2645833333332,0.0514166666666666,0.0514166666666666,0.0170371742568497,0.0120471014492753,23.73958333333333,5.8929996,798.2645833333332,76.8,17.908333333333335,2024-08-05,0.111401875813802,1019.4400702572344,3165.893713745027,2990.3455356267264,4267.076117871182,0.0507369457694131,0.1027369457694131,R4,6088.062539046393,218.0,218.0,11.8,18.82857142857143,797.1547619047619,73.4857142857143,84.47858261349577,1.0,576.4211331258464,2024.0,11.0,28.2,14.6,1156.4,1.0265722578615726,1.0336157698528197,0.5764211331258464,4528.409503981542,6603.154804038102,1.114038337090189
406,2024-08-06,264.0,2024-08-06,5249.791666666667,0.0097610618964119,102.4608939308202,2432.832438379808,0.0867062873151915,2320.0094033366267,0.094336191813151,9.006894508434312e-06,798.8770833333333,0.0565416666666666,0.0565416666666666,0.0242850187640118,0.0171721014492753,23.16875,1.8993,798.8770833333333,57.23333333333333,19.90833333333333,2024-08-06,0.094336191813151,1009.68171293437,3234.2738185378294,3084.283797601102,4409.648597059058,0.0557941940106107,0.1077941940106107,R4,6373.999580295602,219.0,219.0,9.8,19.808163265306124,797.895918367347,57.55102040816327,85.45331683905832,0.9747342255625464,980.850478199852,2024.0,9.8,30.6,15.200000000000005,1171.6,1.0360327578629744,1.0330790266924008,0.9808504781998519,4527.304718512512,6599.088178427832,1.115801642483934
407,2024-08-07,265.0,2024-08-07,5449.625,0.0095808245156127,104.39132222954848,2485.572775171217,0.0751815864991562,2365.186273203752,0.0853004455566406,9.431384374670728e-06,797.0041666666666,0.0586666666666666,0.0586666666666666,0.0272902225840547,0.0192971014492753,23.320833333333336,1.6044999,797.0041666666666,58.31666666666666,20.15,2024-08-07,0.0853004455566406,1014.0059050435266,3304.3882611826834,3144.343160962781,4526.247871133846,0.0578911018179365,0.1098911018179365,R4,6536.490147380989,220.0,220.0,11.0,20.15,796.0229166666667,58.31666666666666,86.42714163273783,0.9738247936795098,983.7606602255686,2024.0,11.0,29.0,15.0,1186.6,1.0437084061879813,1.0330425433916295,0.9837606602255686,4531.036310172134,6602.072295960235,1.1087640118352866
408,2024-08-08,266.0,2024-08-08,5230.5,0.0097810369298861,102.26539935559298,2374.950394905773,0.1011213396788358,2260.688465519648,0.1079991658528645,9.37149735181044e-06,796.2937499999999,0.064375,0.064375,0.0353630250026011,0.0250054347826086,20.929166666666667,2.5224,796.2937499999999,75.64999999999999,15.825,2024-08-08,0.1079991658528645,1014.0464842924208,3157.3238507479336,3005.420924414349,4377.77455087779,0.0635239718101648,0.1155239718101648,R4,6344.727578885557,221.0,221.0,7.4,16.35111111111111,795.12,74.02666666666666,87.42714163273783,1.0,482.9657481818128,2024.0,7.4,27.8,12.6,1199.1999999999998,1.041858555774955,1.034433580708974,0.48296574818181276,4525.412699315347,6595.879798097884,1.0643084902065862
409,2024-08-09,267.0,2024-08-09,5361.979166666667,0.0096578393772701,103.55197171982984,2439.328473437912,0.0852897076315675,2325.969494508338,0.0931205749511718,9.024513582959105e-06,796.3395833333334,0.0736666666666666,0.0736666666666666,0.0485034260196511,0.0342971014492753,20.454166666666666,0.0,796.3395833333334,65.02499999999999,16.833333333333332,2024-08-09,0.0931205749511718,1014.6379407668314,3242.909824775366,3092.207305413913,4582.102166580194,0.0726928039872953,0.1246928039872953,R4,6683.70469199339,222.0,222.0,11.8,16.833333333333332,795.1125000000001,65.02499999999999,88.42714163273783,1.0,670.5957782616427,2024.0,11.8,23.4,12.6,1211.7999999999995,1.0435584044772361,1.0343732972240613,0.6705957782616427,4535.4920136476185,6618.67108038248,1.042014666538715
410,2024-08-10,268.0,2024-08-10,5184.854166666667,0.0098225330345053,101.82338313596982,2398.2824220136363,0.0948760641956029,2277.5953148564863,0.1035931905110677,9.814879485376829e-06,797.8895833333332,0.072875,0.072875,0.0473838402827724,0.0335054347826086,19.50625,5.9433,797.8895833333332,79.01666666666667,15.491666666666667,2024-08-10,0.1035931905110677,1017.1137358503524,3188.3420841527104,3027.897351192231,4497.9580931765295,0.0719116030394681,0.1239116030394681,R4,6532.114585040323,223.0,223.0,8.6,15.491666666666667,796.6208333333334,79.01666666666667,89.42714163273783,1.0,369.3238841965218,2024.0,8.6,27.0,12.8,1224.5999999999997,1.0446243042587784,1.0335929293720947,0.3693238841965218,4557.044884394512,6656.836603854585,1.0249989911041946
411,2024-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.0,8.2,16.2,796.6829787234042,76.54468085106383,90.42714163273784,1.0,431.9637429303351,2024.0,8.2,25.4,11.799999999999995,1236.3999999999996,,,0.4319637429303351,,,0.9775321678407273
412,2024-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.0,10.2,17.8,795.5520833333334,65.24166666666666,91.42714163273784,1.0,708.4361244981785,2024.0,10.2,23.8,12.0,1248.3999999999996,,,0.7084361244981785,,,0.9482339578902709
